,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Weather_Condition
2480586,A-2480610,2,2017-07-12 13:48:16,2017-07-12 19:48:16,48.498515999999995,-113.96855500000001,Kalispell,MT,82.0,29.0,8.0,Clear
2480594,A-2480618,4,2017-07-13 13:42:16,2017-07-13 19:42:16,46.25496,-107.2301,Forsyth,MT,93.0,18.0,10.0,Fair
2480595,A-2480619,4,2017-07-13 13:42:16,2017-07-13 19:42:16,46.218447999999995,-107.25052099999999,Forsyth,MT,93.0,18.0,10.0,Fair
2480652,A-2480676,4,2017-07-18 09:11:57,2017-07-18 15:11:57,45.88657,-108.30447,Huntley,MT,68.0,39.0,10.0,Partly Cloudy
2480671,A-2480695,2,2017-07-19 09:30:29,2017-07-19 15:30:29,45.67545,-111.01048999999999,Bozeman,MT,72.0,38.0,10.0,Clear
2480695,A-2480719,2,2017-07-20 11:48:29,2017-07-20 17:48:29,47.13312,-111.89367,Cascade,MT,84.9,16.0,10.0,Clear
2480755,A-2480779,4,2017-07-21 15:53:59,2017-07-21 21:53:59,46.559406,-112.425692,Garrison,MT,85.0,11.0,10.0,Fair
2480756,A-2480780,4,2017-07-21 15:53:59,2017-07-21 21:53:59,46.558776,-112.42327,Garrison,MT,85.0,11.0,10.0,Fair
2480912,A-2480936,2,2017-07-28 11:43:06,2017-07-28 17:43:06,46.595705,-112.58388300000001,Garrison,MT,77.0,40.0,10.0,Fair
2480914,A-2480938,2,2017-07-28 14:28:06,2017-07-28 20:28:06,46.376090000000005,-112.73583,Deer Lodge,MT,86.0,26.0,10.0,Fair
2500259,A-2500283,3,2019-12-06 10:45:04,2019-12-06 11:11:05,45.715959000000005,-111.06465700000001,Bozeman,MT,27.0,75.0,10.0,Partly Cloudy
2516163,A-2516187,4,2019-12-17 13:49:54,2019-12-17 14:18:54,47.49419,-111.27318999999999,Great Falls,MT,41.0,32.0,10.0,Mostly Cloudy / Windy
2532136,A-2532160,4,2019-10-09 10:12:08,2019-10-09 10:40:01,45.56732,-111.69049,Norris,MT,24.0,81.0,2.0,Light Snow
2532141,A-2532165,2,2019-10-09 08:39:52,2019-10-09 09:07:26,45.64667,-110.88935,Bozeman,MT,24.0,75.0,7.0,Cloudy
2532175,A-2532199,4,2019-10-09 19:07:36,2019-10-10 00:06:04,45.644290000000005,-110.57261000000001,Livingston,MT,20.0,74.0,10.0,Cloudy
2532176,A-2532200,4,2019-10-09 22:11:21,2019-10-09 22:39:24,45.65229,-110.6155,Livingston,MT,20.0,74.0,5.0,Light Snow
2540896,A-2540920,4,2019-10-16 22:39:33,2019-10-17 03:37:27,47.35606,-115.29808,Saint Regis,MT,48.0,34.0,10.0,Cloudy
2550403,A-2550427,2,2019-10-23 11:00:55,2019-10-23 11:28:50,46.313439,-112.078024,Boulder,MT,33.0,92.0,0.5,Snow
2550408,A-2550432,2,2019-10-23 15:25:46,2019-10-23 15:54:26,47.42228,-114.84114,Plains,MT,35.0,52.0,10.0,Partly Cloudy
2550409,A-2550433,3,2019-10-23 15:15:15,2019-10-23 15:42:16,45.65596,-110.94716000000001,Bozeman,MT,39.0,65.0,10.0,Mostly Cloudy
2557082,A-2557106,2,2019-10-28 11:00:12,2019-10-28 11:29:17,47.40882,-115.50758,Saltese,MT,20.0,89.0,0.25,Snow
2557083,A-2557107,2,2019-10-28 13:14:26,2019-10-28 13:42:18,45.75118,-111.13609,Belgrade,MT,25.0,85.0,1.0,Light Snow
2557084,A-2557108,2,2019-10-28 13:14:26,2019-10-28 13:42:18,45.758340000000004,-111.15708000000001,Belgrade,MT,25.0,85.0,1.0,Light Snow
2559951,A-2559975,2,2019-10-30 09:24:45,2019-10-30 09:54:34,47.34393,-114.71148000000001,Plains,MT,16.0,45.0,10.0,Fair
2559963,A-2559987,4,2019-10-30 15:40:31,2019-10-30 16:09:11,47.247040000000005,-114.16973999999999,Arlee,MT,24.0,51.0,10.0,Fair
2559964,A-2559988,4,2019-10-30 15:40:31,2019-10-30 16:09:11,47.26573,-114.17355,Ravalli,MT,24.0,51.0,10.0,Fair
2559975,A-2559999,2,2019-10-30 12:36:00,2019-10-30 13:04:36,47.29603,-115.16851000000001,Saint Regis,MT,20.0,42.0,10.0,Fair
2566338,A-2566362,2,2019-11-04 04:33:00,2019-11-04 05:01:42,48.082879999999996,-114.22925,Somers,MT,32.0,85.0,9.0,Cloudy
2566362,A-2566386,2,2019-11-04 13:25:31,2019-11-04 13:54:23,48.44761,-111.88401,Shelby,MT,30.0,92.0,2.0,Fog
2566363,A-2566387,2,2019-11-04 15:15:04,2019-11-04 15:44:16,47.80749,-108.60864,Zortman,MT,36.0,64.0,10.0,Cloudy
2569604,A-2569628,2,2019-11-06 13:59:30,2019-11-06 14:28:40,45.783120000000004,-108.044129,Pompeys Pillar,MT,20.0,78.0,10.0,Light Snow
2569605,A-2569629,2,2019-11-06 13:56:31,2019-11-06 14:24:40,46.900987,-112.123099,Wolf Creek,MT,30.0,54.0,10.0,Fair
2569606,A-2569630,2,2019-11-06 15:24:59,2019-11-06 15:52:32,45.787019,-110.05058400000001,Big Timber,MT,26.0,75.0,10.0,Partly Cloudy
2569613,A-2569637,2,2019-11-06 14:01:46,2019-11-06 14:29:49,45.733348,-109.733877,Greycliff,MT,23.0,74.0,10.0,Cloudy
2572475,A-2572499,2,2019-11-08 08:15:35,2019-11-08 08:44:37,45.902311,-112.222329,Whitehall,MT,21.0,81.0,10.0,Fair
2572517,A-2572541,4,2019-11-08 15:41:49,2019-11-08 16:11:31,48.318509999999996,-114.24173,Kalispell,MT,48.0,46.0,10.0,Fair
2588094,A-2588118,2,2019-09-18 10:22:58,2019-09-18 10:51:18,45.716445,-107.538575,Crow Agency,MT,61.0,58.0,10.0,Fair
2592921,A-2592945,4,2019-09-23 22:35:34,2019-09-23 23:03:46,46.299820000000004,-109.03602,Lavina,MT,65.0,45.0,10.0,Mostly Cloudy
2592922,A-2592946,4,2019-09-23 22:35:34,2019-09-23 23:03:46,46.306439000000005,-108.988805,Lavina,MT,65.0,45.0,10.0,Mostly Cloudy
2600251,A-2600275,2,2019-09-29 11:50:13,2019-09-29 12:20:10,45.914640000000006,-111.74768999999999,Cardwell,MT,26.0,84.0,2.0,Light Snow
2600259,A-2600283,2,2019-09-29 12:00:43,2019-09-29 12:30:10,46.156513000000004,-113.040558,Anaconda,MT,26.0,84.0,3.0,Light Snow
2606453,A-2606477,2,2019-09-05 11:22:10,2019-09-05 11:51:37,45.822456,-108.35825600000001,Billings,MT,80.0,24.0,10.0,Fair
2618889,A-2618913,2,2019-09-16 16:52:12,2019-09-16 17:21:44,45.6638,-108.77082,Laurel,MT,93.0,11.0,10.0,Mostly Cloudy
2621578,A-2621602,2,2019-03-06 09:57:46,2019-03-06 10:27:03,45.71335,-110.40781000000001,Livingston,MT,14.0,80.0,3.0,Light Snow
2622174,A-2622198,2,2019-03-07 10:15:20,2019-03-07 10:44:49,46.671809,-114.076093,Florence,MT,26.1,92.0,5.0,Overcast
2622175,A-2622199,2,2019-03-07 10:19:49,2019-03-07 10:49:28,47.127214,-114.79480900000001,Superior,MT,21.0,74.0,1.0,Light Snow
2622177,A-2622201,4,2019-03-07 10:23:35,2019-03-07 10:53:03,48.009741999999996,-114.054726,Bigfork,MT,27.0,85.0,9.0,Overcast
2622851,A-2622875,3,2019-03-08 22:52:16,2019-03-08 23:21:44,45.053946999999994,-107.337158,Wyola,MT,25.0,92.0,1.5,Light Snow
2624666,A-2624690,2,2019-03-12 12:38:27,2019-03-12 13:07:43,47.45698,-111.08593400000001,Great Falls,MT,36.9,41.0,10.0,Partly Cloudy
2625304,A-2625328,3,2019-03-13 11:48:10,2019-03-13 12:17:26,45.64667,-110.88935,Bozeman,MT,27.0,72.0,7.0,Overcast
2625308,A-2625332,3,2019-03-13 22:51:09,2019-03-13 23:21:07,48.127590000000005,-111.90118999999999,Conrad,MT,21.9,92.0,10.0,Overcast
2626354,A-2626378,2,2019-03-15 17:34:32,2019-03-15 18:02:13,45.656893,-109.278149,Big Timber,MT,39.0,50.0,10.0,Clear
2626997,A-2627021,3,2019-03-17 20:13:40,2019-03-17 20:41:55,47.016068,-108.06860800000001,Winnett,MT,33.1,75.0,10.0,Clear
2626998,A-2627022,3,2019-03-17 20:13:40,2019-03-17 20:41:55,47.008601,-108.01181499999998,Winnett,MT,33.1,75.0,10.0,Clear
2629967,A-2629991,4,2019-03-23 22:48:27,2019-03-23 23:17:59,45.69416,-113.94856000000001,Conner,MT,36.0,73.0,10.0,Fair
2631239,A-2631263,3,2019-03-26 22:36:27,2019-03-26 23:05:46,48.432865,-111.885926,Shelby,MT,36.0,52.0,10.0,Clear
2632967,A-2632991,2,2019-03-29 15:32:19,2019-03-29 15:59:51,47.03535,-114.0875,Missoula,MT,43.0,68.0,10.0,Light Rain
2633940,A-2633964,2,2019-02-28 07:25:34,2019-02-28 07:55:31,47.00255,-113.37151000000001,Bonner,MT,15.1,84.0,9.0,Overcast
2634637,A-2634661,2,2019-03-01 07:30:00,2019-03-01 07:59:51,48.640716,-111.86182,Shelby,MT,10.0,87.0,1.8,Overcast
2635033,A-2635057,2,2019-03-02 08:18:53,2019-03-02 08:48:31,46.923777,-112.953898,Helmville,MT,4.0,60.0,10.0,Cloudy
2635842,A-2635866,2,2019-01-31 09:24:27,2019-01-31 09:53:53,45.668152,-110.523573,Livingston,MT,39.0,46.0,10.0,Overcast
2636647,A-2636671,2,2019-02-01 22:46:04,2019-02-01 23:15:38,45.655781,-110.53723899999999,Livingston,MT,46.0,40.0,10.0,Clear
2637417,A-2637441,2,2019-02-03 15:40:50,2019-02-03 16:10:40,47.02921,-114.10048,Missoula,MT,12.0,80.0,2.0,Overcast
2637419,A-2637443,2,2019-02-03 16:28:05,2019-02-03 16:57:41,44.8328,-111.48831000000001,Cameron,MT,1.9,83.0,9.0,Overcast
2637434,A-2637458,3,2019-02-03 22:04:04,2019-02-03 22:33:39,47.302434000000005,-112.123782,Wolf Creek,MT,-6.0,68.0,6.0,Light Snow
2637931,A-2637955,3,2019-02-04 16:31:04,2019-02-04 17:00:24,47.256736,-110.62951100000001,Raynesford,MT,-10.8,77.0,10.0,Overcast
2638770,A-2638794,2,2019-02-05 11:29:35,2019-02-05 11:59:26,46.82311,-112.00272,Wolf Creek,MT,-2.0,57.0,10.0,Mostly Cloudy
2639731,A-2639755,2,2019-02-06 07:43:27,2019-02-06 08:12:56,47.833529,-114.34716599999999,Elmo,MT,9.0,67.0,6.0,Overcast
2639754,A-2639778,2,2019-02-06 08:53:57,2019-02-06 09:23:20,48.56389,-109.5456,Havre,MT,-7.1,79.0,1.5,Light Snow
2639756,A-2639780,2,2019-02-06 09:07:27,2019-02-06 09:36:53,46.798431,-114.098638,Missoula,MT,12.9,71.0,4.0,Light Snow
2639761,A-2639785,2,2019-02-06 09:23:57,2019-02-06 09:53:23,47.540894,-111.429538,Great Falls,MT,-5.8,77.0,1.8,Haze
2639766,A-2639790,2,2019-02-06 10:05:12,2019-02-06 10:34:57,45.65596,-110.94716000000001,Bozeman,MT,-5.1,80.0,4.0,Haze
2639769,A-2639793,2,2019-02-06 10:10:27,2019-02-06 10:40:21,45.8512,-111.34243000000001,Manhattan,MT,-5.1,80.0,4.0,Haze
2639777,A-2639801,2,2019-02-06 10:37:27,2019-02-06 11:07:03,47.03185,-114.31897,Huson,MT,12.9,67.0,7.0,Overcast
2639803,A-2639827,2,2019-02-06 13:34:27,2019-02-06 14:04:14,47.302432,-115.191542,Saint Regis,MT,9.0,73.0,0.25,Heavy Snow
2639805,A-2639829,2,2019-02-06 13:37:28,2019-02-06 14:07:07,47.014857,-114.40715800000001,Alberton,MT,17.1,62.0,10.0,Overcast
2641137,A-2641161,2,2019-02-08 11:01:01,2019-02-08 17:01:01,45.69782,-111.05053000000001,Bozeman,MT,12.0,70.0,10.0,Overcast
2641138,A-2641162,2,2019-02-08 11:01:01,2019-02-08 17:01:01,45.696114,-111.04154,Bozeman,MT,12.0,70.0,10.0,Overcast
2641139,A-2641163,2,2019-02-08 11:42:18,2019-02-08 12:12:03,46.92583,-114.07356999999999,Missoula,MT,15.8,86.0,1.5,Light Snow
2641150,A-2641174,3,2019-02-08 13:23:31,2019-02-08 13:51:22,47.296929999999996,-115.17138999999999,Saint Regis,MT,13.0,81.0,1.0,Light Snow
2641522,A-2641546,2,2019-02-09 10:15:17,2019-02-09 10:44:51,47.02921,-114.10048,Missoula,MT,3.9,55.0,4.0,Haze
2642704,A-2642728,4,2019-02-11 06:22:46,2019-02-11 06:52:40,45.476061,-105.55990200000001,Broadus,MT,1.4,78.0,1.2,Light Snow
2643719,A-2643743,2,2019-02-12 08:50:31,2019-02-12 09:19:50,46.821783,-114.07956100000001,Missoula,MT,19.0,85.0,63.0,Mostly Cloudy
2645179,A-2645203,2,2019-02-14 08:04:02,2019-02-14 08:33:47,47.114559,-113.439752,Seeley Lake,MT,15.1,84.0,10.0,Clear
2646324,A-2646348,2,2019-02-16 09:05:45,2019-02-16 09:35:35,47.06739,-110.105226,Stanford,MT,1.0,87.0,1.0,Light Snow
2646387,A-2646411,2,2019-02-16 20:20:44,2019-02-16 20:50:02,47.072438,-114.059366,Arlee,MT,28.9,85.0,10.0,Mostly Cloudy
2646743,A-2646767,2,2019-02-17 18:44:00,2019-02-17 19:13:27,47.078267,-112.37033000000001,Wolf Creek,MT,1.0,63.0,10.0,Mostly Cloudy
2648449,A-2648473,2,2019-02-20 08:38:01,2019-02-20 09:07:23,46.86455,-113.95671999999999,Missoula,MT,12.9,88.0,4.0,Overcast
2648457,A-2648481,2,2019-02-20 09:58:16,2019-02-20 10:28:01,46.86455,-113.95671999999999,Missoula,MT,16.0,88.0,4.0,Light Snow
2648461,A-2648485,2,2019-02-20 10:30:29,2019-02-20 11:00:10,47.10516,-104.76586,Glendive,MT,1.9,69.0,10.0,Mostly Cloudy
2649848,A-2649872,3,2019-02-22 11:33:29,2019-02-22 12:03:06,47.54659,-111.45532,Great Falls,MT,19.0,74.0,10.0,Clear
2650506,A-2650530,3,2019-02-23 23:57:47,2019-02-24 00:27:35,46.804617,-114.09811699999999,Missoula,MT,19.9,62.0,10.0,Overcast
2650507,A-2650531,3,2019-02-24 00:00:02,2019-02-24 00:29:51,45.749709,-112.731803,Divide,MT,8.1,80.0,6.0,Light Snow
2650508,A-2650532,3,2019-02-24 00:00:02,2019-02-24 00:29:51,45.70897,-112.7019,Divide,MT,8.1,80.0,6.0,Light Snow
2652243,A-2652267,2,2019-02-26 10:34:33,2019-02-26 11:04:29,45.84908,-111.33519,Manhattan,MT,-6.0,75.0,0.8,Light Snow
2652246,A-2652270,2,2019-02-26 10:51:48,2019-02-26 11:21:09,45.66203,-110.74377,Livingston,MT,-5.1,83.0,0.2,Heavy Snow
2652249,A-2652273,2,2019-02-26 12:19:33,2019-02-26 12:49:30,46.61908,-105.53793999999999,Ismay,MT,-0.9,72.0,10.0,Mostly Cloudy
2652251,A-2652275,4,2019-02-26 12:35:19,2019-02-26 14:34:38,45.70111,-109.39291000000001,Columbus,MT,-2.9,75.0,0.5,Snow
2652252,A-2652276,2,2019-02-26 12:33:02,2019-02-26 13:02:29,47.140413,-110.21606100000001,Stanford,MT,-7.1,75.0,10.0,Overcast
2653060,A-2653084,2,2019-02-27 08:34:33,2019-02-27 09:04:30,47.813506,-110.63153700000001,Fort Benton,MT,-3.5,79.0,10.0,Scattered Clouds
2653062,A-2653086,2,2019-02-27 09:00:47,2019-02-27 09:30:31,45.177403000000005,-109.24821499999999,Red Lodge,MT,2.0,83.0,9.0,Cloudy
2653072,A-2653096,2,2019-02-27 12:44:18,2019-02-27 13:13:48,47.120207,-114.79088200000001,Superior,MT,11.0,73.0,0.25,Heavy Snow
2653073,A-2653097,2,2019-02-27 12:46:33,2019-02-27 13:16:08,46.63537,-114.580281,Lolo,MT,14.0,86.0,0.8,Light Snow
2655391,A-2655415,2,2019-01-04 14:00:06,2019-01-04 14:29:39,48.16623,-114.289538,Kalispell,MT,44.1,60.0,10.0,Overcast
2656190,A-2656214,3,2019-01-06 16:36:06,2019-01-06 17:05:27,46.261221,-112.19820800000001,Boulder,MT,35.1,72.0,3.0,Light Snow
2656191,A-2656215,3,2019-01-06 16:36:06,2019-01-06 17:05:27,46.271570000000004,-112.24224,Boulder,MT,35.1,72.0,3.0,Light Snow
2656789,A-2656813,4,2019-01-07 08:59:22,2019-01-07 09:28:40,46.543428000000006,-111.94636200000001,Clancy,MT,30.0,61.0,10.0,Clear
2656790,A-2656814,4,2019-01-07 08:59:22,2019-01-07 09:28:40,46.46566,-111.98253999999999,Clancy,MT,30.0,61.0,10.0,Clear
2658825,A-2658849,2,2019-01-10 18:26:10,2019-01-10 18:56:08,47.29692,-115.14024599999999,Saint Regis,MT,29.0,92.0,2.0,Light Snow
2663483,A-2663507,4,2019-01-18 08:05:21,2019-01-18 08:35:13,47.430687,-115.64248300000001,Saint Regis,MT,27.0,85.0,1.0,Light Snow
2664778,A-2664802,2,2019-01-21 07:25:37,2019-01-21 07:55:31,45.870205,-111.94633799999998,Cardwell,MT,27.0,66.0,10.0,Overcast
2666126,A-2666150,2,2019-01-23 15:24:09,2019-01-23 15:54:07,46.565498999999996,-112.67351399999998,Garrison,MT,35.0,78.0,10.0,Cloudy
2666127,A-2666151,2,2019-01-23 15:24:09,2019-01-23 15:54:07,46.571651,-112.662925,Garrison,MT,35.0,78.0,10.0,Cloudy
2667610,A-2667634,3,2019-01-25 18:34:56,2019-01-25 19:04:14,45.65106,-110.94228999999999,Bozeman,MT,26.1,88.0,9.0,Mostly Cloudy
2669565,A-2669589,4,2019-01-29 11:48:27,2019-01-29 13:48:05,45.67896,-111.01213999999999,Bozeman,MT,17.1,65.0,10.0,Clear
2669567,A-2669591,4,2019-01-29 12:12:27,2019-01-29 14:12:06,45.67896,-111.01213999999999,Bozeman,MT,17.1,65.0,10.0,Clear
2669568,A-2669592,4,2019-01-29 12:20:41,2019-01-29 14:20:05,45.67896,-111.01213999999999,Bozeman,MT,17.1,65.0,10.0,Clear
2669574,A-2669598,4,2019-01-29 12:27:27,2019-01-29 14:27:05,45.67896,-111.01213999999999,Bozeman,MT,19.9,57.0,10.0,Clear
2669575,A-2669599,4,2019-01-29 12:32:41,2019-01-29 14:32:05,45.67896,-111.01213999999999,Bozeman,MT,19.9,57.0,10.0,Clear
2669577,A-2669601,4,2019-01-29 13:05:41,2019-01-29 15:05:05,45.67896,-111.01213999999999,Bozeman,MT,19.9,57.0,10.0,Clear
2669596,A-2669620,4,2019-01-29 16:06:27,2019-01-29 18:06:05,45.67896,-111.01213999999999,Bozeman,MT,21.0,57.0,10.0,Clear
2669597,A-2669621,4,2019-01-29 16:33:27,2019-01-29 18:33:05,45.67896,-111.01213999999999,Bozeman,MT,18.0,62.0,10.0,Clear
2669599,A-2669623,4,2019-01-29 16:52:12,2019-01-29 18:52:05,45.67896,-111.01213999999999,Bozeman,MT,18.0,62.0,10.0,Clear
2669601,A-2669625,4,2019-01-29 17:25:12,2019-01-29 19:25:05,45.67896,-111.01213999999999,Bozeman,MT,18.0,62.0,10.0,Clear
2673300,A-2673324,4,2018-12-04 03:46:02,2018-12-04 04:15:41,48.312508,-113.358752,Essex,MT,26.1,92.0,10.0,Overcast
2673301,A-2673325,4,2018-12-04 03:46:02,2018-12-04 04:15:41,48.300518,-113.37893100000001,Essex,MT,26.1,92.0,10.0,Overcast
2674359,A-2674383,2,2018-12-05 09:55:33,2018-12-05 10:24:57,47.185764,-111.81021000000001,Cascade,MT,19.9,74.0,10.0,Overcast
2679982,A-2680006,3,2018-12-12 06:51:03,2018-12-12 07:20:34,47.03185,-114.31897,Huson,MT,36.0,73.0,10.0,Mostly Cloudy
2679983,A-2680007,3,2018-12-12 06:56:20,2018-12-12 07:26:12,46.86455,-113.95671999999999,Missoula,MT,36.0,73.0,10.0,Mostly Cloudy
2683792,A-2683816,2,2018-12-17 09:24:03,2018-12-17 09:53:25,47.318209,-115.243972,Saint Regis,MT,30.0,92.0,0.25,Snow
2683793,A-2683817,2,2018-12-17 09:39:04,2018-12-17 10:08:22,47.42044,-115.60381000000001,Saint Regis,MT,30.0,93.0,0.75,Light Snow
2685399,A-2685423,4,2018-12-19 22:34:04,2018-12-19 23:03:22,47.19303,-114.89549,Superior,MT,24.0,88.0,10.0,Mostly Cloudy
2688071,A-2688095,3,2018-12-25 12:05:18,2018-12-25 12:35:15,46.131409999999995,-108.458301,Shepherd,MT,25.0,96.0,0.5,Light Freezing Fog
2688072,A-2688096,3,2018-12-25 12:05:18,2018-12-25 12:35:15,46.109638000000004,-108.46118700000001,Shepherd,MT,25.0,96.0,0.5,Light Freezing Fog
2690573,A-2690597,4,2018-12-30 18:01:34,2018-12-30 18:31:15,45.783076,-108.03593400000001,Pompeys Pillar,MT,25.0,85.0,7.0,Light Snow
2691088,A-2691112,4,2018-12-31 16:18:03,2018-12-31 16:47:21,45.752365000000005,-108.518533,Billings,MT,7.0,80.0,9.0,Light Snow
2691089,A-2691113,4,2018-12-31 16:18:03,2018-12-31 16:47:21,45.75182,-108.54942,Billings,MT,7.0,80.0,9.0,Light Snow
2696378,A-2696402,2,2018-11-08 08:27:00,2018-11-08 08:56:45,46.725390000000004,-113.58146,Clinton,MT,26.1,92.0,5.0,Mostly Cloudy
2696380,A-2696404,2,2018-11-08 09:11:15,2018-11-08 09:41:10,47.29851,-115.105,Saint Regis,MT,25.0,75.0,0.5,Haze
2697572,A-2697596,2,2018-11-10 16:19:16,2018-11-10 16:48:52,45.228146,-112.96687,Dillon,MT,28.0,81.0,10.0,Scattered Clouds
2701887,A-2701911,4,2018-11-17 10:48:53,2018-11-17 11:18:22,45.663629,-110.839253,Bozeman,MT,23.0,72.0,10.0,Overcast
2706970,A-2706994,2,2018-11-26 10:15:12,2018-11-26 10:44:53,45.68271,-107.50707,Crow Agency,MT,28.0,88.0,10.0,Fair
2709725,A-2709749,3,2018-10-01 06:03:15,2018-10-01 06:32:49,45.65596,-110.94716000000001,Bozeman,MT,27.0,96.0,0.2,Light Freezing Fog
2709726,A-2709750,3,2018-10-01 06:03:15,2018-10-01 06:32:49,45.65106,-110.94228999999999,Bozeman,MT,27.0,96.0,0.2,Light Freezing Fog
2709736,A-2709760,3,2018-10-01 14:09:14,2018-10-01 14:38:36,45.66052,-108.767201,Laurel,MT,60.1,57.0,10.0,Mostly Cloudy
2709737,A-2709761,3,2018-10-01 14:09:14,2018-10-01 14:38:36,45.653684000000005,-108.75928200000001,Laurel,MT,60.1,57.0,10.0,Mostly Cloudy
2713579,A-2713603,2,2018-10-07 16:08:57,2018-10-07 16:38:13,48.418422,-113.738224,Essex,MT,51.1,44.0,10.0,Overcast
2713580,A-2713604,2,2018-10-07 16:08:57,2018-10-07 16:38:13,48.401181,-113.714744,Essex,MT,51.1,44.0,10.0,Overcast
2719458,A-2719482,2,2018-10-18 09:40:27,2018-10-18 10:10:12,46.259370000000004,-106.92496000000001,Forsyth,MT,47.0,68.0,10.0,Fair
2719472,A-2719496,2,2018-10-18 15:08:59,2018-10-18 15:38:58,48.28812,-114.33063,Kalispell,MT,55.9,45.0,10.0,Clear
2720216,A-2720240,2,2018-10-19 11:28:27,2018-10-19 11:58:27,46.94955,-114.12777,Missoula,MT,48.0,61.0,10.0,Clear
2727453,A-2727477,2,2018-09-04 14:52:21,2018-09-04 15:21:46,45.724794,-113.91901299999999,Sula,MT,73.0,28.0,10.0,Fair
2729050,A-2729074,3,2018-09-06 14:17:20,2018-09-06 14:47:13,48.122864,-114.259786,Kalispell,MT,78.1,25.0,10.0,Clear
2731120,A-2731144,3,2018-09-10 15:30:57,2018-09-10 16:00:21,48.069105,-115.92908,Noxon,MT,51.0,56.0,10.0,Mostly Cloudy
2731761,A-2731785,2,2018-09-11 07:28:41,2018-09-11 07:57:57,46.93942,-112.79581,Lincoln,MT,45.0,71.0,10.0,Fair
2744664,A-2744688,4,2018-08-11 18:43:03,2018-08-12 00:43:03,46.715740999999994,-114.076798,Florence,MT,98.1,13.0,9.0,Clear
2745661,A-2745685,2,2018-08-14 12:22:07,2018-08-14 12:52:04,47.442662,-114.09693,Charlo,MT,71.1,34.0,7.0,Clear
2748349,A-2748373,2,2018-08-21 13:56:52,2018-08-21 14:26:20,46.26742,-106.42853999999998,Rosebud,MT,64.0,60.0,10.0,Overcast
2767611,A-2767635,3,2018-06-11 18:30:20,2018-06-12 00:30:20,45.37285,-111.73071000000002,Ennis,MT,52.0,38.0,10.0,Partly Cloudy
2767612,A-2767636,3,2018-06-11 18:30:20,2018-06-12 00:30:20,45.40885,-111.73076,Ennis,MT,52.0,38.0,10.0,Partly Cloudy
2770465,A-2770489,4,2018-06-19 15:37:24,2018-06-19 21:37:24,47.29002,-112.16325,Wolf Creek,MT,62.1,70.0,10.0,Overcast
2770466,A-2770490,4,2018-06-19 15:37:24,2018-06-19 21:37:24,47.199179,-112.26665200000001,Wolf Creek,MT,62.1,70.0,10.0,Overcast
2774885,A-2774909,4,2018-04-30 12:46:44,2018-04-30 18:46:44,45.891031,-111.468372,Three Forks,MT,44.6,71.0,10.0,Overcast
2776286,A-2776310,2,2018-05-03 05:49:55,2018-05-03 11:49:55,45.786491999999996,-112.89348500000001,Divide,MT,32.0,85.0,10.0,Mostly Cloudy
2776287,A-2776311,2,2018-05-03 05:49:55,2018-05-03 11:49:55,45.786271,-112.89013500000001,Divide,MT,32.0,85.0,10.0,Mostly Cloudy
2776291,A-2776315,2,2018-05-03 07:21:25,2018-05-03 13:21:25,46.718198,-113.293269,Drummond,MT,38.0,86.0,10.0,Fair
2776775,A-2776799,2,2018-05-04 10:29:40,2018-05-04 16:29:40,45.648999999999994,-109.25283,Columbus,MT,68.0,35.0,10.0,Scattered Clouds
2781865,A-2781889,2,2018-05-18 11:16:53,2018-05-18 17:16:53,48.597568,-112.24107099999999,Cut Bank,MT,43.0,93.0,5.0,Light Rain
2786331,A-2786355,2,2018-04-02 05:52:54,2018-04-02 11:52:54,46.202099,-112.34044399999999,Boulder,MT,21.9,89.0,5.0,Light Snow
2786333,A-2786357,2,2018-04-02 07:30:24,2018-04-02 13:30:24,45.625895,-109.19248200000001,Columbus,MT,27.0,96.0,0.8,Light Snow
2786886,A-2786910,2,2018-04-03 06:14:40,2018-04-03 12:14:40,45.629090000000005,-106.51253999999999,Lame Deer,MT,7.0,92.0,9.0,Cloudy
2786888,A-2786912,2,2018-04-03 07:45:25,2018-04-03 13:45:25,47.017423,-114.402629,Alberton,MT,30.0,75.0,10.0,Overcast
2786891,A-2786915,2,2018-04-03 10:15:24,2018-04-03 16:15:24,45.782486,-108.06571100000001,Pompeys Pillar,MT,12.0,80.0,10.0,Partly Cloudy
2786892,A-2786916,2,2018-04-03 10:21:24,2018-04-03 16:21:24,46.141169,-107.47598700000002,Custer,MT,12.0,88.0,10.0,Partly Cloudy
2787926,A-2787950,4,2018-04-05 13:51:54,2018-04-05 19:51:55,47.011982,-114.222227,Frenchtown,MT,46.0,76.0,10.0,Overcast
2787929,A-2787953,4,2018-04-05 13:51:05,2018-04-05 19:51:05,47.011982,-114.222227,Frenchtown,MT,46.0,76.0,10.0,Overcast
2787930,A-2787954,4,2018-04-05 14:18:05,2018-04-05 20:18:05,47.011982,-114.222227,Frenchtown,MT,46.0,76.0,10.0,Overcast
2797444,A-2797468,4,2018-02-28 23:20:28,2018-03-01 05:20:28,47.581759999999996,-112.33806000000001,Fairfield,MT,26.1,55.0,10.0,Clear
2797445,A-2797469,4,2018-02-28 23:20:28,2018-03-01 05:20:28,47.81093,-112.18348,Choteau,MT,26.1,55.0,10.0,Clear
